Model,CV Accuracy,Test Accuracy,Precision,Recall,F1 Score,Model Size (MB),Training Time
EfficientNetV2B0,N/A,0.9973776223776224,0.9974358974358973,0.9973776223776224,0.9973772837004145,25.29,00:23:20
MobileNetV2,N/A,0.9737762237762237,0.9747420203290399,0.9737762237762237,0.9737735126931238,11.28,00:20:21
